text,actual,predicted,error_type
" Thanks!  Actually, when I first got my twitter, my pictures wouldn`t upload either. But they upload, it just takes a",positive,neutral,positive -> neutral
"Had a shower. it`s 5:55 PM. Triple 5`s! ****, it just turned 5:56",neutral,positive,neutral -> positive
 People from England can watch this one  Thankyou,positive,neutral,positive -> neutral
I just lost my favorite pen  good thing I have a back up =D,negative,positive,negative -> positive
_Neith James just doesn`t take a bad pic! Colossal loveliness! (wondering if I spelt colossal right...),positive,neutral,positive -> neutral
 it can only get better.,positive,neutral,positive -> neutral
" Not at the moment, well i cant find it yet!  LOL",neutral,negative,neutral -> negative
_pollard Never. I`m banned by Court Order,negative,neutral,negative -> neutral
Only one more day of Jay Leno  que sad!,negative,neutral,negative -> neutral
Time for my ritualistic Friday night depression,negative,neutral,negative -> neutral
 What is everyone saying about the supposed **** pics of Matt Striker? Hope he doesn``t get in trouble,positive,neutral,positive -> neutral
really ill atm,neutral,negative,neutral -> negative
 WHAT! That`s a sin!,negative,neutral,negative -> neutral
 well I hovered over the button LOL NOT - sleep well Tiff and you are welcome,positive,neutral,positive -> neutral
" Reminders are good! Speaking of which, we haven`t had a Posture Check in awhile.....",positive,negative,positive -> negative
making mother`s day gift,neutral,positive,neutral -> positive
 No plans tonight? .............,neutral,negative,neutral -> negative
My dad and Joe Nugent drank nearly all the Ice Tea  i only have a bit left. quite miffed tbh,negative,neutral,negative -> neutral
" watched the standard dvd 3d version, no blu in UK yet, 3d effect was best I have seen on home system yet, **** in 3d",positive,neutral,positive -> neutral
UP isnt im 3-D..,neutral,negative,neutral -> negative
Goodnight and Goodbye ?,positive,neutral,positive -> neutral
The pool doesnt open til tomorrow!,neutral,negative,neutral -> negative
 gah! no money..... at least not for bakugan,negative,neutral,negative -> neutral
 could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!,neutral,negative,neutral -> negative
" Never touched a drop, me!",neutral,negative,neutral -> negative
 I`m not a hobo.,neutral,negative,neutral -> negative
"Gonna go round up some DVDs to sell...  I will miss them, but I need money!",negative,neutral,negative -> neutral
" Iowa is like that sometimes, it gets frustrating.",negative,neutral,negative -> neutral
" you hate her, I love her.  presentation got cancelled. I got up at 0600 and went in to work today for this pitch !",negative,positive,negative -> positive
HOMEWORK  BORRIING,negative,neutral,negative -> neutral
getting ready to go to IKEA. All alone cuz no one will go with me,negative,neutral,negative -> neutral
"i thought ur account  was fake. but, it`s true, sorry david!",neutral,negative,neutral -> negative
 that was not Venessa that was me..,neutral,negative,neutral -> negative
if not impossible,neutral,negative,neutral -> negative
"G*morning! Rain, rain and more rain.. ! But I don`t care so much",negative,positive,negative -> positive
its sprinkling outside  i hope it doesn`t rain during our game ..,positive,neutral,positive -> neutral
what a day!!! motorways and trains noooootttttttt fun,negative,positive,negative -> positive
FREE FREE FREE- just a pesky registration but after that  ENJOY http://bit.ly/rlQGu,positive,neutral,positive -> neutral
 Not any more.,negative,neutral,negative -> neutral
"AP gov exam. Haven`t looked at this stuff in months. What`s that? I`m a total legal nerd and know these cases like none other? Oh, yeah.",neutral,negative,neutral -> negative
_boo jealous  can you add `and I really wish nicole was here..but we all know what she`s really doing` to that tweet?,neutral,negative,neutral -> negative
 You should direct your 'wanting to invest in ' questions to  or .  They are the big cheeses.,positive,neutral,positive -> neutral
 hahaa your awesomee !,positive,neutral,positive -> neutral
stressed beyond BELIEF. need a nap,negative,neutral,negative -> neutral
 that would be an idea  haha ****,neutral,positive,neutral -> positive
 Hell if I know.  I`m suffering,negative,neutral,negative -> neutral
"yoga for school, what could be better?",neutral,positive,neutral -> positive
In a period of exams days are for study and nights for study and sleep... no funny time...,negative,neutral,negative -> neutral
ready for the weekend and sad that I have to be at the office again tomorrow morning,negative,neutral,negative -> neutral
I`m Christine and I`m a friggin` shopaholic. Check out my new coat  Had to promise someone I wouldn`t spend for 2 weeks after buying this,positive,neutral,positive -> neutral
waiting to go to the movies later for my 6th month. booored.,negative,neutral,negative -> neutral
"Finally, I got my teaching load confusion cleared. I will teach 3 third year sections but with a catch.",positive,neutral,positive -> neutral
Yay! Just bought American Dad Volume 4  also seen Australia is out on DVD. Could be a lot cheaper than going...,positive,neutral,positive -> neutral
"_Nigeria oh yeah I know  We met when I was taking out the trash, hhaha",negative,neutral,negative -> neutral
@_AlexaJordan sigh. come to Sac please. it is the Miami of the central valley.,positive,neutral,positive -> neutral
 naisee. is it bad that i can see lens flares all arond me while listening to it? XD cant really catch what they`re saying tho,neutral,negative,neutral -> negative
i wish i was in Jonathon Ross` audience right now,neutral,positive,neutral -> positive
friends romans and country men lol ppl need 2 help me out and say i have twitter i dont have any friends   loner loner la da da,negative,neutral,negative -> neutral
We should so go for the Cobra-Cam idea,neutral,positive,neutral -> positive
 Did find it weird as I think u gave me a ff recommendation too. All sorted then. I can vote for legalisation of pot too if u want,neutral,negative,neutral -> negative
_ haha tell me about. I`ve had this feeling everyday of this week,neutral,negative,neutral -> negative
 You have to come to Chile... with AC/DC would be fine,neutral,positive,neutral -> positive
I just lost a fight against  on Tweefight. I lost  Please revenge me! Try now http://tweefight.com/?opp=hangy,neutral,negative,neutral -> negative
" Yes, Cathy.  (Ordinarily, I don`t have much of a problem with naked girls chasing me, however!  )",positive,neutral,positive -> neutral
Oh no one minute too late! Oh well,neutral,negative,neutral -> negative
Welcome  #Follow #Freude,neutral,positive,neutral -> positive
 just bad good leader and delegate it,neutral,positive,neutral -> positive
" I know. I want it to come bec I`m excited, but then I don`t bec it`s gonna go by so fast & then it will be over",positive,neutral,positive -> neutral
": Aww, that sux!  _x3: Eeek for Airline charges!!! (****)",negative,neutral,negative -> neutral
"fun night tonight, and my house looks so purrrty. Until tomorrow when the kids come home",positive,neutral,positive -> neutral
Okay...So I have an AIM account now...Send me ur S/N`s on there so I can add u...Thx!,positive,neutral,positive -> neutral
getting ready for work. boohoohoo i dont wanna go to work!,negative,neutral,negative -> neutral
"Walking the puppies downtown. Also, mystery of missing cat solved: he hid himself in the basement for nearly two days.",negative,neutral,negative -> neutral
" Ahh man, and im off NEXT weekend",neutral,positive,neutral -> positive
Done With Exams...Now Focusing on Summer School...DAYUUMM Life`s Hard,negative,neutral,negative -> neutral
"Still @ hospital, unexpected complications",neutral,negative,neutral -> negative
_Thompson u may need this pill...i think u are crazy...here take on of mine,negative,neutral,negative -> neutral
It`s 2am and I still haven`t gone to sleep yet! Up early to hit the beach and then shopping! Yays!!!,positive,neutral,positive -> neutral
Found out earlier today that I`m going to be an Uncle,positive,negative,positive -> negative
 haha..i wont  well il try not..lol... night chick..xxxxx,positive,neutral,positive -> neutral
watching beauty & the beast  haha,positive,neutral,positive -> neutral
"i wanna see `up` tonight, but no one will go with me. whhhyyy",negative,neutral,negative -> neutral
mmm much better day... so far! it`s still quite early. last day of #uds,positive,neutral,positive -> neutral
is in the costume shop cleaning and STARVING. Bring me food???,negative,neutral,negative -> neutral
" Oh no! A lot of people are starting to tweet again! Hope you could still read our multiple tweets  Philippines tour, please?",positive,neutral,positive -> neutral
 its not just you - its properly dragged this week,negative,neutral,negative -> neutral
Dane Cook is at the sports arena tonight. Wish I had tickets,positive,neutral,positive -> neutral
" lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it",positive,neutral,positive -> neutral
  Way too many people indeed... I only recognize the Chinese guy... LOL,positive,neutral,positive -> neutral
" Yeah, I didn`t buy that for one hot minute.",negative,neutral,negative -> neutral
"long, fun day  now for some relaxation. some TV with the mom, then sleeeep",positive,neutral,positive -> neutral
feels accomplished!!!  She got a lot done today! http://plurk.com/p/stns9,positive,neutral,positive -> neutral
**** being broke on the day Guitar Hero Metallica comes out!  Boooooooo,negative,neutral,negative -> neutral
